Region,Subregion,Country,Drug Type,Source,Notes,Year,Lifetime,Past Month,Past Year
Americas,North America,United States of America,Ecstasy,"Monitoring the future, Adolescent Drug Use",-,2003,5.4,1,3.1
Americas,North America,United States of America,Ecstasy,"Monitoring the future, Adolescent Drug Use",-,2004,4.7,0.9,2.6
Americas,North America,United States of America,Ecstasy,"Monitoring the future, Adolescent Drug Use",-,2005,4,0.9,2.4
Americas,North America,United States of America,Ecstasy,"Monitoring the future, Adolescent Drug Use",-,2006,4.3,1,2.7
Americas,North America,United States of America,Ecstasy,"Monitoring the future, Adolescent Drug Use",-,2007,4.5,1.1,3
Americas,North America,Canada,Ecstasy,ARQ,-,2008,13.2,,9.2
Americas,North America,United States of America,Ecstasy,"Monitoring the future, Adolescent Drug Use",-,2008,4.1,1.2,2.9
Americas,North America,United States of America,Ecstasy,"Monitoring the future, Adolescent Drug Use",-,2009,4.6,1.2,3
Americas,North America,Canada,Ecstasy,ARQ,-,2010,6.6,,3.5
Americas,North America,Canada,Ecstasy,ARQ,-,2010,8.2,,5.8
Americas,North America,United States of America,Ecstasy,Govt.,-,2010,6.4,1.9,4.7
Americas,North America,United States of America,Ecstasy,"Monitoring the future, Adolescent Drug Use",-,2010,5.5,1.5,3.8
Americas,North America,United States of America,Ecstasy,ARQ,-,2011,6.6,1.6,4.5
Americas,North America,United States of America,Ecstasy,"Monitoring the future, Adolescent Drug Use",-,2011,5.5,1.4,3.7
Americas,North America,Canada,Ecstasy,ARQ,-,2012,4.46,,2.5
Americas,North America,United States of America,Ecstasy,ARQ,-,2012,5,1,3
Americas,North America,United States of America,Ecstasy,"Monitoring the future, Adolescent Drug Use",-,2012,4.6,0.8,2.5
Americas,North America,United States of America,Ecstasy,ARQ,-,2013,5.7,1.2,3.6
Americas,North America,United States of America,Ecstasy,"Monitoring the future, Adolescent Drug Use",-,2013,4.7,1,2.8
Americas,North America,Canada,Ecstasy,ARQ,-,2014,3.64,,2.64
Americas,North America,United States of America,Ecstasy,ARQ,-,2014,3.7,0.8,2.3
Americas,North America,United States of America,Ecstasy,"Monitoring the future, Adolescent Drug Use",-,2014,5,1.1,3.4
Americas,North America,United States of America,Ecstasy,ARQ,Monitoring the future,2015,3.8,0.9,2.4
Americas,North America,United States of America,Ecstasy,"Monitoring the future, Adolescent Drug Use",-,2015,4,0.8,2.4
Americas,North America,Canada,Ecstasy,ARQ,-,2016,3.15,,2.32
Americas,North America,Mexico,Ecstasy,ARQ,-,2016,0.66,,
Americas,North America,United States of America,Ecstasy,ARQ,-,2016,2.8,0.5,1.8
Americas,North America,United States of America,Ecstasy,"Monitoring the future, Adolescent Drug Use",-,2016,3.1,0.6,1.8
Americas,North America,United States of America,Ecstasy,ARQ,-,2017,2.8,0.5,1.8
Americas,North America,United States of America,Ecstasy,"Monitoring the future, Adolescent Drug Use",-,2017,3,0.6,1.7
Americas,North America,United States of America,Ecstasy,"Monitoring the future, Adolescent Drug Use",-,2018,2.4,0.4,1.4
Americas,South America,Guyana,Ecstasy,ARQ,-,2002,0.9,0.3,0.5
Americas,South America,Colombia,Ecstasy,ARQ,-,2004,3.3,,2.8
Americas,South America,Colombia,Ecstasy,CICAD/ OAS,-,2005,4.32,1.04,3.68
Americas,South America,Paraguay,Ecstasy,CICAD/ OAS,-,2005,0.5,0.32,0.41
Americas,South America,Peru,Ecstasy,ARQ,-,2006,0.285,,
Americas,South America,Suriname,Ecstasy,CICAD/ OAS,-,2006,1.45,,
Americas,South America,Suriname,Ecstasy,OAS (MEM),-,2006,1.2,0.2,0.2
Americas,South America,Argentina,Ecstasy,ARQ,-,2007,2,,
Americas,South America,Peru,Ecstasy,ARQ,-,2007,1.2,,0.6
Americas,South America,Bolivia (Plurinational State of),Ecstasy,ARQ,-,2008,1.6,,
Americas,South America,Ecuador,Ecstasy,ARQ,-,2008,1.3,,0.7
Americas,South America,Chile,Ecstasy,ARQ,-,2009,3.7,0.82,1.6
Americas,South America,Ecuador,Ecstasy,ARQ,-,2009,1.18,0.1,0.23
Americas,South America,Uruguay,Ecstasy,ARQ,-,2009,1.2,,
Americas,South America,Venezuela (Bolivarian Republic of),Ecstasy,ARQ,-,2009,0.5292483,0.206741447,0.266789585
Americas,South America,Brazil,Ecstasy,ARQ,-,2010,1.3,,
Americas,South America,Peru,Ecstasy,ARQ,-,2010,0.114410576,,0.114410576
Americas,South America,Argentina,Ecstasy,Argentina Estudio Nacional en poblacion de 12-65_Consumo 2017,Ecstasy,2010,0.1,0,0.03
Americas,South America,Brazil,Ecstasy,CICAD/ OAS,-,2010,7.5,1.9,3.1
Americas,South America,Argentina,Ecstasy,ARQ,-,2011,2.3,0.7,1.4
Americas,South America,Chile,Ecstasy,ARQ,-,2011,2.09,0.3,1.18
Americas,South America,Colombia,Ecstasy,ARQ,-,2011,1.22,0.38,0.79
Americas,South America,Uruguay,Ecstasy,ARQ,-,2011,0.5,0.2,0.3
Americas,South America,Bolivia (Plurinational State of),Ecstasy,ARQ,-,2012,0.57,0.01,0.01
Americas,South America,Colombia,Ecstasy,ARQ,-,2012,3.15,0.21,0.75
Americas,South America,Ecuador,Ecstasy,ARQ,-,2012,1.1,0.2,0.5
Americas,South America,Peru,Ecstasy,ARQ,-,2012,1.68,0.71,1.09
Americas,South America,Peru,Ecstasy,CICAD/ OAS,-,2012,1.09,0.08,0.28
Americas,South America,Peru,Ecstasy,DEVIDA,-,2012,1.6,0.7,1
Americas,South America,Bolivia (Plurinational State of),Ecstasy,ARQ,-,2013,0.02,,0.02
Americas,South America,Chile,Ecstasy,ARQ,-,2013,3.82,0.95,2.21
Americas,South America,Guyana,Ecstasy,CICAD/ OAS,-,2013,1.69,,
Americas,South America,Argentina,Ecstasy,ARQ,-,2014,2.4,1,1.6
Americas,South America,Paraguay,Ecstasy,ARQ,Cities with more than 30000,2014,1,0.4,0.7
Americas,South America,Uruguay,Ecstasy,ARQ,-,2014,1,0.2,0.8
Americas,South America,Venezuela (Bolivarian Republic of),Ecstasy,ARQ,-,2014,0.45,0.08,0.24
Americas,South America,Chile,Ecstasy,ARQ,-,2015,4.73,1.11,2.57
Americas,South America,Bolivia (Plurinational State of),Ecstasy,ARQ,-,2016,0.54,0.13,0.24
Americas,South America,Colombia,Ecstasy,ARQ,-,2016,2.21,0.67,1.4
Americas,South America,Uruguay,Ecstasy,ARQ,-,2016,1.9,0.4,1.3
Americas,South America,Ecuador,Ecstasy,"Encuesta sobre uso y consumo de drogas ilícitas  en estudiantes de 9no. EGB, 1ero. Y 3ero. De bachillerato, 2016.",-,2016,1.95,0.35,1.23
Americas,South America,Venezuela (Bolivarian Republic of),Ecstasy,"Encuesta sobre uso y consumo de drogas ilícitas  en estudiantes de 9no. EGB, 1ero. Y 3ero. De bachillerato, 2016.",-,2016,1.95,0.35,1.23
Americas,South America,Colombia,Ecstasy,Government,-,2016,4.77,0.52,2
Americas,South America,Peru,Ecstasy,Government,-,2016,0.51,0.03,0.06
Americas,South America,Ecuador,Ecstasy,OAS,-,2016,1.62,0.07,0.43
Americas,South America,Chile,Ecstasy,ARQ,-,2017,2.44,0.43,1.08
Americas,South America,Uruguay,Ecstasy,ARQ,-,2017,1.9,0.4,1.3
Americas,South America,Argentina,Ecstasy,Argentina Estudio Nacional en poblacion de 12-65_Consumo 2017,Ecstasy,2017,0.3,,0.1
Americas,South America,Peru,Ecstasy,OAS / DEVIDA,-,2017,2.3,0.3,0.8
Americas,Caribbean,Dominican Republic,Tranquillizers and sedatives,CICAD/OAS,-,2008,12.81,3.22,6.19
Americas,Caribbean,Jamaica,Tranquillizers and sedatives,,Benzodiazepines,2010,3.2,,
Americas,Caribbean,Bahamas,Tranquillizers and sedatives,CICAD/OAS,-,2011,3.8,1.3,2.3
Americas,Caribbean,Bahamas,Tranquillizers and sedatives,CICAD/OAS,-,2011,3.99,1.1,1.98
Americas,Caribbean,Dominica,Tranquillizers and sedatives,CICAD/OAS,-,2011,11.44,1.98,2.84
Americas,Caribbean,Antigua and Barbuda,Tranquillizers and sedatives,CICAD/OAS,-,2013,3.98,1.42,1.96
Americas,Caribbean,Barbados,Tranquillizers and sedatives,CICAD/OAS,-,2013,3.02,0.88,1.92
Americas,Caribbean,Grenada,Tranquillizers and sedatives,CICAD/OAS,-,2013,4,1.85,3.01
Americas,Caribbean,Jamaica,Tranquillizers and sedatives,CICAD/OAS,-,2013,3.24,0.96,1.74
Americas,Caribbean,Saint Kitts and Nevis,Tranquillizers and sedatives,CICAD/OAS,-,2013,3.85,1.3,2.57
Americas,Caribbean,Saint Lucia,Tranquillizers and sedatives,CICAD/OAS,-,2013,4.78,2.02,3.09
Americas,Caribbean,Saint Vincent and the Grenadines,Tranquillizers and sedatives,CICAD/OAS,-,2013,1.95,0.83,1.09
Americas,Caribbean,Trinidad and Tobago,Tranquillizers and sedatives,CICAD/OAS,-,2013,2.87,0.91,1.52
Americas,Caribbean,Haiti,Tranquillizers and sedatives,CICAD/OAS,-,2014,11.21,4.36,6.46
Americas,Central America,Honduras,Tranquillizers and sedatives,CICAD/OAS,-,2005,12.39,2.82,4.91
Americas,Central America,Panama,Tranquillizers and sedatives,CICAD/OAS,-,2008,7.4,1,1.6
Americas,Central America,El Salvador,Tranquillizers and sedatives,"Segundo Estudio Nacional sobre Consumo de Sustancias Psicoactivas en Población Escolar de El Salvador, 2008.",-,2008,2.8,1.3,1.8
Americas,Central America,Costa Rica,Tranquillizers and sedatives,,Benzodiazepines,2009,8,2.6,4.6
Americas,Central America,Costa Rica,Tranquillizers and sedatives,,-,2012,4.8,1.3,2.4
Americas,Central America,Costa Rica,Tranquillizers and sedatives,ARQ,-,2012,5.64,1.64,3.19
Americas,Central America,El Salvador,Tranquillizers and sedatives,"Estudio Nacional sobre Consumo de Drogas en Población Estudiantil Universitaria de El Salvador, 2012",-,2012,7.5,0.4,2.1
Americas,Central America,El Salvador,Tranquillizers and sedatives,"Estudio Nacional sobre Consumo de Drogas en Población Estudiantil Universitaria de El Salvador, 2012",Benzodiazepines,2012,7.5,0.4,2.1
Americas,Central America,Panama,Tranquillizers and sedatives,ARQ,-,2013,3.2,0.3,1.1
Americas,Central America,Belize,Tranquillizers and sedatives,CICAD/OAS,-,2013,4.68,1.49,2.72
Americas,Central America,Guatemala,Tranquillizers and sedatives,ARQ,-,2014,7,1.81,2.79
Americas,Central America,Honduras,Tranquillizers and sedatives,ARQ,Benzodiazepines,2014,14.8,3.2,6
Americas,Central America,Costa Rica,Tranquillizers and sedatives,ARQ,Benzodiazepines,2015,0.09,,0.09
Americas,Central America,Costa Rica,Tranquillizers and sedatives,ARQ,-,2015,4.8,1.52,2.78
Americas,Central America,Honduras,Tranquillizers and sedatives,ARQ,-,2015,8.3,1.9,4.2
Americas,Central America,Honduras,Tranquillizers and sedatives,ARQ,-,2015,7.2,1,2.7
Americas,Central America,El Salvador,Tranquillizers and sedatives,ARQ,-,2016,4.8,1,1.9
Americas,Central America,Costa Rica,Tranquillizers and sedatives,ARQ,-,2018,4.85,3.04,4.03
Americas,Central America,El Salvador,Tranquillizers and sedatives,"Población objetivo: Estudiantes cursando los grados de septimo noveno y segundo año de bachillerato. La encuesta se paso en 98 centros educativos seleccionados de forma aleatoria a nivel nacional, utilizando la metodología del Sistema Interamericano de Da",-,2018,4.7,1.5,2.2
Americas,North America,United States of America,Tranquillizers and sedatives,"Monitoring the future, Adolescent Drug Use",Tranquillizers,1991,5.5,1.1,2.8
Americas,North America,United States of America,Tranquillizers and sedatives,"Monitoring the future, Adolescent Drug Use",Tranquillizers,1992,5.3,1.1,2.8
Americas,North America,United States of America,Tranquillizers and sedatives,"Monitoring the future, Adolescent Drug Use",Tranquillizers,1993,5.4,1.1,2.9
Americas,North America,United States of America,Tranquillizers and sedatives,"Monitoring the future, Adolescent Drug Use",Tranquillizers,1994,5.5,1.3,3.1
Americas,North America,United States of America,Tranquillizers and sedatives,"Monitoring the future, Adolescent Drug Use",Tranquillizers,1995,5.8,1.6,3.7
Americas,North America,United States of America,Tranquillizers and sedatives,"Monitoring the future, Adolescent Drug Use",Tranquillizers,1996,6.5,1.7,4.1
Americas,North America,United States of America,Tranquillizers and sedatives,"Monitoring the future, Adolescent Drug Use",Tranquillizers,1997,6.6,1.7,4.1
Americas,North America,United States of America,Tranquillizers and sedatives,"Monitoring the future, Adolescent Drug Use",Tranquillizers,1998,6.9,1.9,4.4
Americas,North America,United States of America,Tranquillizers and sedatives,"Monitoring the future, Adolescent Drug Use",Tranquillizers,1999,7,1.9,4.4
Americas,North America,United States of America,Tranquillizers and sedatives,"Monitoring the future, Adolescent Drug Use",Tranquillizers,2000,6.9,2.1,4.5
Americas,North America,United States of America,Tranquillizers and sedatives,"Monitoring the future, Adolescent Drug Use",Tranquillizers,2001,7.9,2.3,5.5
Americas,North America,United States of America,Tranquillizers and sedatives,"Monitoring the future, Adolescent Drug Use",Tranquillizers,2002,7.9,2.4,5.3
Americas,North America,United States of America,Tranquillizers and sedatives,"Monitoring the future, Adolescent Drug Use",Tranquillizers,2003,7.3,2.2,4.8
Americas,North America,United States of America,Tranquillizers and sedatives,"Monitoring the future, Adolescent Drug Use",Tranquillizers,2004,7.1,2.1,4.8
Americas,North America,United States of America,Tranquillizers and sedatives,"Monitoring the future, Adolescent Drug Use",Tranquillizers,2005,6.8,2.1,4.7
Americas,North America,United States of America,Tranquillizers and sedatives,"Monitoring the future, Adolescent Drug Use",Tranquillizers,2006,7,2.1,4.6
Americas,North America,United States of America,Tranquillizers and sedatives,"Monitoring the future, Adolescent Drug Use",Tranquillizers,2007,6.7,2,4.5
Americas,North America,United States of America,Tranquillizers and sedatives,"Monitoring the future, Adolescent Drug Use",Tranquillizers,2008,6.3,1.9,4.3
Americas,North America,United States of America,Tranquillizers and sedatives,,-,2009,7,2,5
Americas,North America,United States of America,Tranquillizers and sedatives,,Benzodiazepines,2009,0.7,0.3,0.4
Americas,North America,United States of America,Tranquillizers and sedatives,"Monitoring the future, Adolescent Drug Use",Tranquillizers,2009,6.5,1.9,4.5
Americas,North America,Canada,Tranquillizers and sedatives,,Pharmaceutical tranquilizers & sedatives,2010,2.4,,1.8
Americas,North America,Canada,Tranquillizers and sedatives,ARQ,-,2010,4.9,,3.5
Americas,North America,United States of America,Tranquillizers and sedatives,"Monitoring the future, Adolescent Drug Use",Tranquillizers,2010,6.6,1.9,4.4
Americas,North America,United States of America,Tranquillizers and sedatives,,Benzodiazepines,2011,1.2,0.3,0.6
Americas,North America,Mexico,Tranquillizers and sedatives,ARQ,Benzodiazepines,2011,0.4,,0.1
Americas,North America,Mexico,Tranquillizers and sedatives,ARQ,Barbiturates,2011,0.1,,
Americas,North America,United States of America,Tranquillizers and sedatives,ARQ,-,2011,6.8,2.2,4.5
Americas,North America,United States of America,Tranquillizers and sedatives,"Monitoring the future, Adolescent Drug Use",Tranquillizers,2011,6,1.7,3.9
Americas,North America,Canada,Tranquillizers and sedatives,ARQ,-,2012,6.14,,3.8
Americas,North America,Canada,Tranquillizers and sedatives,ARQ,Other sedatives and tranquillizers,2012,2.08,,1.3
Americas,North America,United States of America,Tranquillizers and sedatives,ARQ,-,2012,6.3,1.7,4.3
Americas,North America,United States of America,Tranquillizers and sedatives,"Monitoring the future, Adolescent Drug Use",Tranquillizers,2012,5.8,1.5,3.7
Americas,North America,United States of America,Tranquillizers and sedatives,"Monitoring the future, Adolescent Drug Use",Tranquillizers,2013,5.2,1.5,3.3
Americas,North America,Canada,Tranquillizers and sedatives,ARQ,-,2014,2.76,,2.12
Americas,North America,Mexico,Tranquillizers and sedatives,ARQ,-,2014,3.7,1.3,2.6
Americas,North America,United States of America,Tranquillizers and sedatives,CICAD/OAS,-,2014,5.3,1.5,3.4
Americas,North America,United States of America,Tranquillizers and sedatives,"Monitoring the future, Adolescent Drug Use",Tranquillizers,2014,5.3,1.5,3.4
Americas,North America,United States of America,Tranquillizers and sedatives,"Monitoring the future, Adolescent Drug Use",Tranquillizers,2015,5.2,1.5,3.4
Americas,North America,Canada,Tranquillizers and sedatives,ARQ,-,2016,6.93,,5.46
Americas,North America,Canada,Tranquillizers and sedatives,ARQ,Other sedatives and tranquillizers,2016,2.64,,2.1
Americas,North America,Mexico,Tranquillizers and sedatives,ARQ,-,2016,0.4,,0.3
Americas,North America,United States of America,Tranquillizers and sedatives,"Monitoring the future, Adolescent Drug Use",Tranquillizers,2016,5.5,1.4,3.5
Americas,North America,United States of America,Tranquillizers and sedatives,"Monitoring the future, Adolescent Drug Use",Tranquillizers,2017,5.6,1.4,3.6
Americas,South America,Colombia,Tranquillizers and sedatives,,Benzodiazepines,2004,9.9,,6.3
Americas,South America,Paraguay,Tranquillizers and sedatives,CICAD/OAS,-,2005,12.3,4.7,7.4
Americas,South America,Peru,Tranquillizers and sedatives,,-,2006,2.171,0.161,1.291
Americas,South America,Suriname,Tranquillizers and sedatives,CICAD/OAS,-,2006,10.91,3.78,6.35
Americas,South America,Bolivia (Plurinational State of),Tranquillizers and sedatives,Govt.,Tranquillizers,2008,14.3,3.6,6.9
Americas,South America,Argentina,Tranquillizers and sedatives,,-,2009,4.4,1.4,2.7
Americas,South America,Chile,Tranquillizers and sedatives,,-,2009,10.54832,2.93727,5.27
Americas,South America,Uruguay,Tranquillizers and sedatives,,-,2009,6.1,1.3,3.4
Americas,South America,Venezuela (Bolivarian Republic of),Tranquillizers and sedatives,,-,2009,3.9,1.1,2
Americas,South America,Brazil,Tranquillizers and sedatives,,Benzodiazepines,2010,5.3,1.3,2.6
Americas,South America,Peru,Tranquillizers and sedatives,ARQ,-,2010,0.717,0.0605,0.251
Americas,South America,Chile,Tranquillizers and sedatives,Chile XII study 2017,Tranquillizers,2010,,,0.4
Americas,South America,Argentina,Tranquillizers and sedatives,ARQ,-,2011,5.2,0.7,2.7
Americas,South America,Argentina,Tranquillizers and sedatives,ARQ,-,2011,2.5,,
Americas,South America,Chile,Tranquillizers and sedatives,ARQ,-,2011,16.2,2.92,7.62
Americas,South America,Colombia,Tranquillizers and sedatives,ARQ,-,2011,1.09,0.37,0.78
Americas,South America,Uruguay,Tranquillizers and sedatives,ARQ,-,2011,7.6,,3.8
Americas,South America,Venezuela (Bolivarian Republic of),Tranquillizers and sedatives,ARQ,-,2011,4.21,,
Americas,South America,Colombia,Tranquillizers and sedatives,ARQ,-,2012,3.34,0.64,1.43
Americas,South America,Ecuador,Tranquillizers and sedatives,ARQ,-,2012,5.4,1.4,2.9
Americas,South America,Peru,Tranquillizers and sedatives,ARQ,-,2012,4.64,1.45,2.55
Americas,South America,Chile,Tranquillizers and sedatives,Chile XII study 2017,Tranquillizers,2012,,,0.5
Americas,South America,Peru,Tranquillizers and sedatives,DEVIDA,-,2012,4,1.3,2.3
Americas,South America,Bolivia (Plurinational State of),Tranquillizers and sedatives,ARQ,Benzodiazepines,2013,1.4,,
Americas,South America,Chile,Tranquillizers and sedatives,ARQ,Benzodiazepines,2013,16.39,3.96,9.96
Americas,South America,Guyana,Tranquillizers and sedatives,CICAD/OAS,-,2013,3.31,0.95,1.43
Americas,South America,Argentina,Tranquillizers and sedatives,ARQ,-,2014,5.2,1.5,2.9
Americas,South America,Paraguay,Tranquillizers and sedatives,ARQ,Cities with more than 30000,2014,6.1,2,3.6
Americas,South America,Uruguay,Tranquillizers and sedatives,ARQ,-,2014,6.1,,3.1
Americas,South America,Uruguay,Tranquillizers and sedatives,ARQ,-,2014,9.5,,5.4
Americas,South America,Venezuela (Bolivarian Republic of),Tranquillizers and sedatives,ARQ,-,2014,5.3,0.8,2.7
Americas,South America,Chile,Tranquillizers and sedatives,Chile XII study 2017,Tranquillizers,2014,,,0.2
Americas,South America,Chile,Tranquillizers and sedatives,ARQ,-,2015,16.9,3.66,9.97
Americas,South America,Chile,Tranquillizers and sedatives,ARQ,Benzodiazepines,2015,16.9,3.66,9.97
Americas,South America,Bolivia (Plurinational State of),Tranquillizers and sedatives,ARQ,-,2016,3.14,0.54,1.18
Americas,South America,Colombia,Tranquillizers and sedatives,ARQ,-,2016,3.4,1.13,2.33
Americas,South America,Uruguay,Tranquillizers and sedatives,ARQ,-,2016,9.5,,5.4
Americas,South America,Venezuela (Bolivarian Republic of),Tranquillizers and sedatives,ARQ,-,2016,1.65,0.66,1.12
Americas,South America,Chile,Tranquillizers and sedatives,Chile XII study 2017,Tranquillizers,2016,,,0.8
Americas,South America,Colombia,Tranquillizers and sedatives,Government,-,2016,4.98,0.58,1.81
Americas,South America,Chile,Tranquillizers and sedatives,ARQ,Benzodiazepines,2017,15.38,3.42,8.76
Americas,South America,Argentina,Tranquillizers and sedatives,Argentina Estudio Nacional en poblacion de 12-65_Consumo 2017,Tranquillizers,2017,0.8,0,0.6
Americas,South America,Peru,Tranquillizers and sedatives,OAS / DEVIDA,-,2017,5.1,2.5,3.2
Asia,Central Asia and Transcaucasia,Kazakhstan,Amphetamines,ARQ,Ages not specified,2007,0.8,,
Asia,Central Asia and Transcaucasia,Kazakhstan,Amphetamines,ARQ,Amphetamine; Ages not specified,2007,0.5,,
Asia,Central Asia and Transcaucasia,Armenia,Amphetamines,ESPAD,-,2007,0,,
Asia,Central Asia and Transcaucasia,Georgia,Amphetamines,Research,Amphetamine; select regions (capital); Georgian Medical News No3 (180) 2010,2010,1.9,,
Asia,Central Asia and Transcaucasia,Kazakhstan,Amphetamines,ARQ,Amphetamine,2012,1,,
Asia,Central Asia and Transcaucasia,Kazakhstan,Amphetamines,ARQ,Prescription stimulants,2012,0.6,,
Asia,Central Asia and Transcaucasia,Kazakhstan,Amphetamines,ARQ,Amphetamine . 6 regions and 2 cities,2012,1,,
Asia,Central Asia and Transcaucasia,Kazakhstan,Amphetamines,ARQ,Prescription stimulants. 6 regions and 2 cities.,2012,0.6,,
Asia,Central Asia and Transcaucasia,Georgia,Amphetamines,ARQ / ESPAD,Amphetamine,2015,3,,1.1
Asia,Central Asia and Transcaucasia,Georgia,Amphetamines,ARQ / ESPAD,Methamphetamine,2015,1.1,,0.7
Asia,East and South-East Asia,Thailand,Amphetamines,ARQ,Methamphetamine; Ages not specified,2003,,,2.4
Asia,East and South-East Asia,Myanmar,Amphetamines,ARQ,Methamphetamine; Yangon,2004,0.4,,0.2
Asia,East and South-East Asia,"China, Taiwan Province of China",Amphetamines,Govt.,Methamphetamine,2006,0.05,,
Asia,East and South-East Asia,"China, Hong Kong SAR",Amphetamines,,-,2007,,,0.108
Asia,East and South-East Asia,"China, Hong Kong SAR",Amphetamines,Govt.,Methamphetamine,2008,0.88,,
Asia,East and South-East Asia,Indonesia,Amphetamines,ARQ,-,2010,0.25,0.11,0.11
Asia,East and South-East Asia,Japan,Amphetamines,ARQ,-,2010,0.3,,
Asia,East and South-East Asia,"China, Hong Kong SAR",Amphetamines,ARQ,Amphetamine,2011,,,0.072
Asia,East and South-East Asia,"China, Hong Kong SAR",Amphetamines,ARQ,Methamphetamine,2011,,,0.069
Asia,East and South-East Asia,Indonesia,Amphetamines,ARQ,Amphetamine,2011,0.2,0.1,0.17
Asia,East and South-East Asia,Indonesia,Amphetamines,ARQ,Amphetamine,2011,0.21,0.35,0.32
Asia,East and South-East Asia,Indonesia,Amphetamines,ARQ,Methamphetamine,2011,0.3,0.2,0.26
Asia,East and South-East Asia,Indonesia,Amphetamines,ARQ,Methamphetamine,2011,0.35,0.45,0.45
Asia,East and South-East Asia,Japan,Amphetamines,ARQ,Methamphetamine,2011,0.2,,
Asia,East and South-East Asia,Japan,Amphetamines,ARQ,Methamphetamine,2012,0.2,,
Asia,East and South-East Asia,"China, Hong Kong SAR",Amphetamines,ARQ,-,2013,,,0.05
Asia,East and South-East Asia,"China, Hong Kong SAR",Amphetamines,ARQ,Methamphetamine,2013,,,0.05
Asia,East and South-East Asia,Japan,Amphetamines,ARQ,Methamphetamine,2013,0.2,,
Asia,East and South-East Asia,"China, Hong Kong SAR",Amphetamines,ARQ,Central Registry,2014,,,0.04
Asia,East and South-East Asia,"China, Hong Kong SAR",Amphetamines,ARQ,Methamphetamine,2014,,,0.04
Asia,East and South-East Asia,Japan,Amphetamines,ARQ,Methamphetamine,2014,0.2,,
Asia,East and South-East Asia,"China, Hong Kong SAR",Amphetamines,ARQ,Central registry of drug abuse,2015,,,0.04
Asia,East and South-East Asia,"China, Hong Kong SAR",Amphetamines,ARQ,Methamphetamine,2015,,,0.04
Asia,East and South-East Asia,Indonesia,Amphetamines,ARQ,20 provinces,2015,0.42,,0.19
Asia,East and South-East Asia,Indonesia,Amphetamines,ARQ,Amphetamine. 20 provinces,2015,0.02,,0.02
Asia,East and South-East Asia,Indonesia,Amphetamines,ARQ,Methamphetamine. 20 provinces,2015,0.3,,0.15
Asia,East and South-East Asia,China,Amphetamines,ARQ,-,2016,,,81.1
Asia,East and South-East Asia,Japan,Amphetamines,ARQ,Methamphetamine,2016,0.3,,
Asia,East and South-East Asia,"China, Hong Kong SAR",Amphetamines,ARQ,-,2018,,0.02,
Asia,East and South-East Asia,"China, Hong Kong SAR",Amphetamines,ARQ,Methamphetamine,2018,,0.01,
Asia,East and South-East Asia,"China, Macao SAR",Amphetamines,ARQ,Central Registry,2018,,20,
Asia,East and South-East Asia,Indonesia,Amphetamines,ARQ,Amphetamine / 13 out of 34 Provinces in Indonesia,2018,,,0.6
Asia,East and South-East Asia,Indonesia,Amphetamines,ARQ,Methamphetamine /  13 out of 34 Provinces in Indonesia,2018,,,3
Asia,East and South-East Asia,Japan,Amphetamines,ARQ,Methamphetamine,2018,0.3,,
Asia,Near and Middle East /South-West Asia,Jordan,Amphetamines,ARQ,Unversity students,2001,,,2.6
Asia,Near and Middle East /South-West Asia,Lebanon,Amphetamines,ARQ,Rapid Situation Assesment,2001,,,0.5
Asia,Near and Middle East /South-West Asia,Israel,Amphetamines,ARQ,Amphetamine,2009,,,2.1
Asia,Near and Middle East /South-West Asia,Israel,Amphetamines,ARQ,Cathinone (hagigat),2009,,,6.8
Asia,Near and Middle East /South-West Asia,Israel,Amphetamines,ARQ,Amphetamine,2009,4.38,2.73,3.27
Asia,Near and Middle East /South-West Asia,Israel,Amphetamines,ARQ,Other stimulants,2009,,,8.3
Asia,Near and Middle East /South-West Asia,Israel,Amphetamines,ARQ,Methamphetamine,2010,1.9,,
Asia,Near and Middle East /South-West Asia,Israel,Amphetamines,ARQ,Other stimulants,2010,,0.9,
Asia,Near and Middle East /South-West Asia,Pakistan,Amphetamines,ARQ,-,2013,0.08,,
Asia,Near and Middle East /South-West Asia,Pakistan,Amphetamines,ARQ,Amphetamine,2013,0.07,,
Asia,Near and Middle East /South-West Asia,Pakistan,Amphetamines,ARQ,Methamphetamine,2013,0.02,,
Asia,Near and Middle East /South-West Asia,Israel,Amphetamines,ARQ,Prescription stimulants - Ritalin,2014,,3.2,
Asia,South Asia,India,Amphetamines,ARQ,-,2018,,,0.18
Asia,Central Asia and Transcaucasia,Armenia,Cocaine,ESPAD,-,2007,1,,
Asia,Central Asia and Transcaucasia,Georgia,Cocaine,Research,Crack; select regions (capital);  Georgian Medical News No3 (180) 2010,2010,1.1,,
Asia,Central Asia and Transcaucasia,Georgia,Cocaine,Research,Select regions (capital);  Georgian Medical News No3 (180) 2010,2010,0.6,,
Asia,Central Asia and Transcaucasia,Kazakhstan,Cocaine,ARQ,-,2012,0.8,,
Asia,Central Asia and Transcaucasia,Georgia,Cocaine,ARQ,Cocaine salts,2014,3.2,,1.6
Asia,Central Asia and Transcaucasia,Georgia,Cocaine,ARQ,Crack,2014,1.1,,0.4
Asia,Central Asia and Transcaucasia,Georgia,Cocaine,ARQ / ESPAD,-,2015,1.8,,1.2
Asia,Central Asia and Transcaucasia,Georgia,Cocaine,ARQ / ESPAD,Crack,2015,1,,1.4
